time,V
0.0,4.014507349470996
2.5e-05,4.0151650661501606
5e-05,4.014178491131149
7.500000000000001e-05,4.015493924489477
0.0001,4.0151650661501606
0.000125,4.0151650661501606
0.00015000000000000001,4.014836207810666
0.000175,4.015822782828618
0.0002,4.0151650661501606
0.00022500000000000002,4.0151650661501606
0.00025,4.015493924489477
0.000275,4.014507349470996
0.00030000000000000003,4.014178491131149
0.00032500000000000004,4.015493924489477
0.00035,4.014507349470996
0.000375,4.0151650661501606
0.0004,4.014836207810666
0.00042500000000000003,4.0151650661501606
0.00045000000000000004,4.0151650661501606
0.000475,4.0151650661501606
0.0005,4.014836207810666
0.0005250000000000001,4.014836207810666
0.00055,4.014507349470996
0.000575,4.014836207810666
0.0006000000000000001,4.014836207810666
0.000625,4.014507349470996
0.0006500000000000001,4.015493924489477
0.000675,4.015822782828618
0.0007,4.014836207810666
0.0007250000000000001,4.014836207810666
0.00075,4.014836207810666
0.0007750000000000001,4.014507349470996
0.0008,4.014836207810666
0.000825,4.014836207810666
0.0008500000000000001,4.014836207810666
0.000875,4.0151650661501606
0.0009000000000000001,4.0151650661501606
0.000925,4.0151650661501606
0.00095,4.0151650661501606
0.0009750000000000001,4.015493924489477
0.001,4.015493924489477
0.001025,4.020426799558062
0.0010500000000000002,4.0256885329208245
0.001075,4.030950266238496
0.0011,4.034896566197189
0.0011250000000000001,4.03950058278367
0.00115,4.04377574101172
0.001175,4.046406607598854
0.0012000000000000001,4.049366332495963
0.001225,4.053641490655615
0.00125,4.057258932152201
0.001275,4.060547515312541
0.0013000000000000002,4.062849523514373
0.001325,4.06712468158077
0.00135,4.069097831447612
0.0013750000000000001,4.071399839617651
0.0014,4.073701847779142
0.001425,4.0641649567687175
0.0014500000000000001,4.056601215518033
0.001475,4.049366332495963
0.0015,4.041802591063998
0.001525,4.035225424525938
0.0015500000000000002,4.02864825791756
0.001575,4.023057666245083
0.0016,4.0168093578449815
0.0016250000000000001,4.011876482747278
0.00165,4.00595703257757
0.001675,4.0013530157393
0.0017000000000000001,3.9967489988663347
0.0017250000000000002,3.992144981958643
0.00175,3.987869823370378
0.001775,3.9845812398205323
0.0018000000000000002,3.981621514610486
0.001825,3.9839235231084325
0.00185,3.98556781488735
0.0018750000000000001,3.9868832483072887
0.0019,3.98885639843187
0.001925,3.9891852567853454
0.0019500000000000001,3.9914872652547073
0.001975,3.992144981958643
0.002,3.9934604153643862
0.002025,3.995433565467682
0.00205,3.9960912821673626
0.002075,3.997406715564598
0.0021000000000000003,3.9980644322621526
0.002125,3.998722148958999
0.00215,3.99970872400294
0.0021750000000000003,4.0006952990452875
0.0022,4.001681874086041
0.002225,4.001024157392382
0.0022500000000000003,4.002010732432605
0.002275,4.002668449125202
0.0023,4.003655024162771
0.0023250000000000002,4.004312740853598
0.00235,4.00562817423313
0.002375,4.00562817423313
0.0024000000000000002,4.006285890921835
0.002425,4.006614749265922
0.00245,4.006614749265922
0.002475,4.007601324297123
0.0025,4.008259040983706
0.0025250000000000003,4.008259040983706
0.00255,4.009245616012255
0.002575,4.009245616012255
0.0026000000000000003,4.008916757669582
0.002625,4.0085878993267325
0.00265,4.009903332697071
0.0026750000000000003,4.009574474354752
0.0027,4.010232191039214
0.002725,4.01056104938118
0.0027500000000000003,4.010232191039214
0.002775,4.011547624406019
0.0028,4.010889907722969
0.0028250000000000003,4.011547624406019
0.00285,4.01056104938118
0.002875,4.011218766064582
0.0029000000000000002,4.01319191611055
0.002925,4.01220534108836
0.00295,4.01220534108836
0.002975,4.011876482747278
0.003,4.012863057769996
0.0030250000000000003,4.012863057769996
0.00305,4.012863057769996
0.003075,4.0125341994292665
0.0031000000000000003,4.013520774450926
0.003125,4.013520774450926
0.00315,4.013520774450926
0.0031750000000000003,4.0125341994292665
0.0032,4.013849632791127
0.003225,4.013849632791127
0.0032500000000000003,4.013520774450926
0.003275,4.013520774450926
0.0033,4.014178491131149
0.0033250000000000003,4.013520774450926
0.00335,4.014178491131149
0.003375,4.013520774450926
0.0034000000000000002,4.014178491131149
0.003425,4.013520774450926
0.0034500000000000004,4.013520774450926
0.0034750000000000002,4.013849632791127
0.0035,4.013849632791127
0.0035250000000000004,4.014507349470996
0.00355,4.014507349470996
0.003575,4.014507349470996
0.0036000000000000003,4.0151650661501606
0.003625,4.015493924489477
0.00365,4.014507349470996
0.0036750000000000003,4.014507349470996
0.0037,4.015493924489477
0.003725,4.014507349470996
0.0037500000000000003,4.014836207810666
0.003775,4.014836207810666
0.0038,4.013849632791127
0.0038250000000000003,4.014836207810666
0.00385,4.014836207810666
0.003875,4.014178491131149
0.0039000000000000003,4.014836207810666
0.0039250000000000005,4.014178491131149
0.00395,4.014836207810666
0.003975,4.014836207810666
0.004,4.014178491131149
0.004025,4.0151650661501606
0.00405,4.014836207810666
0.0040750000000000005,4.014836207810666
0.0041,4.015493924489477
0.004125,4.014507349470996
0.00415,4.014836207810666
0.004175,4.014836207810666
0.004200000000000001,4.014836207810666
0.0042250000000000005,4.015493924489477
0.00425,4.014836207810666
0.004275,4.0151650661501606
0.0043,4.015822782828618
0.004325,4.015822782828618
0.004350000000000001,4.014836207810666
0.004375,4.013849632791127
0.0044,4.0151650661501606
0.004425,4.016151641167582
0.00445,4.014836207810666
0.004475,4.0151650661501606
0.0045000000000000005,4.0151650661501606
0.004525,4.014836207810666
0.00455,4.014836207810666
0.004575,4.015493924489477
0.0046,4.014507349470996
0.004625000000000001,4.015493924489477
0.0046500000000000005,4.015493924489477
0.004675,4.0151650661501606
0.0047,4.014836207810666
0.004725,4.0151650661501606
0.00475,4.015493924489477
0.004775000000000001,4.0151650661501606
0.0048000000000000004,4.0151650661501606
0.004825,4.014836207810666
0.00485,4.014836207810666
0.004875,4.014836207810666
0.0049,4.015493924489477
0.0049250000000000006,4.014836207810666
0.00495,4.014507349470996
0.004975,4.0151650661501606
0.005,4.015493924489477
0.005025,4.015822782828618
0.005050000000000001,4.015822782828618
0.0050750000000000005,4.015822782828618
0.0051,4.015493924489477
0.005125,4.015493924489477
0.00515,4.014836207810666
0.005175,4.015493924489477
0.005200000000000001,4.014507349470996
0.0052250000000000005,4.014178491131149
0.00525,4.014836207810666
0.005275,4.014836207810666
0.0053,4.0151650661501606
0.005325,4.0151650661501606
0.005350000000000001,4.014836207810666
0.0053750000000000004,4.014507349470996
0.0054,4.0151650661501606
0.005425,4.0151650661501606
0.00545,4.014178491131149
0.005475,4.0151650661501606
0.0055000000000000005,4.015493924489477
0.005525,4.0151650661501606
0.00555,4.014836207810666
0.005575,4.0151650661501606
0.0056,4.015493924489477
0.005625000000000001,4.0151650661501606
0.0056500000000000005,4.015493924489477
0.005675,4.014836207810666
0.0057,4.015822782828618
0.005725,4.014507349470996
0.00575,4.015493924489477
0.005775000000000001,4.015493924489477
0.0058000000000000005,4.015822782828618
0.005825,4.015493924489477
0.00585,4.016151641167582
0.005875,4.014507349470996
0.0059,4.015493924489477
0.005925000000000001,4.015493924489477
0.00595,4.0151650661501606
0.005975,4.013849632791127
0.006,4.0151650661501606
0.006025,4.013849632791127
0.006050000000000001,4.015493924489477
0.0060750000000000005,4.014507349470996
0.0061,4.014507349470996
0.006125,4.014836207810666
0.00615,4.015493924489477
0.006175,4.0151650661501606
0.006200000000000001,4.014836207810666
0.0062250000000000005,4.014836207810666
0.00625,4.014836207810666
0.006275,4.015493924489477
0.0063,4.0151650661501606
0.006325,4.014507349470996
0.006350000000000001,4.0151650661501606
0.0063750000000000005,4.0151650661501606
0.0064,4.0151650661501606
0.006425,4.0151650661501606
0.00645,4.0151650661501606
0.006475000000000001,4.0151650661501606
0.006500000000000001,4.014836207810666
0.006525,4.014507349470996
0.00655,4.014836207810666
0.006575,4.015822782828618
0.0066,4.0151650661501606
0.006625000000000001,4.015822782828618
0.0066500000000000005,4.014507349470996
0.006675,4.014836207810666
0.0067,4.014836207810666
0.006725,4.015822782828618
0.00675,4.014836207810666
0.006775000000000001,4.014836207810666
0.0068000000000000005,4.0151650661501606
0.006825,4.015493924489477
0.00685,4.014507349470996
0.006875,4.015493924489477
0.006900000000000001,4.0151650661501606
0.006925000000000001,4.014836207810666
0.0069500000000000004,4.015493924489477
0.006975,4.014836207810666
0.007,4.014836207810666
0.007025,4.0151650661501606
0.007050000000000001,4.014507349470996
0.0070750000000000006,4.014507349470996
0.0071,4.014836207810666
0.007125,4.014836207810666
0.00715,4.0151650661501606
0.007175,4.014507349470996
0.007200000000000001,4.015493924489477
0.0072250000000000005,4.0151650661501606
0.00725,4.0151650661501606
0.007275,4.016151641167582
0.0073,4.015493924489477
0.007325000000000001,4.014836207810666
0.007350000000000001,4.0151650661501606
0.0073750000000000005,4.015493924489477
0.0074,4.0151650661501606
0.007425,4.014178491131149
0.00745,4.0151650661501606
0.007475000000000001,4.0151650661501606
0.007500000000000001,4.015493924489477
0.0075250000000000004,4.015822782828618
0.00755,4.014836207810666
0.007575,4.015493924489477
0.0076,4.0151650661501606
0.007625000000000001,4.015493924489477
0.0076500000000000005,4.014507349470996
0.007675,4.014836207810666
0.0077,4.014836207810666
0.007725,4.0151650661501606
0.00775,4.015493924489477
0.007775000000000001,4.014836207810666
0.0078000000000000005,4.014836207810666
