time,0,5,10,15,20,25,30,35,40,45,50,55,60
0.0,-0.2928180975986888,-0.266489578639721,-0.2536544270697186,-0.29248899108747356,-0.3221085795554621,-0.2559581721546896,-0.3142100221443105,-0.30466593241117923,0.026744037211417424,-0.2536544270697186,-0.323095899256738,-0.26879332389197036,0.04912323837419039
2e-06,-0.29183077806688384,-0.26681868510248935,-0.25497085282888377,-0.29314720411051776,-0.3217794729895991,-0.2569454914860088,-0.31453912869604417,-0.30499503894510444,0.026085825370194257,-0.25299621419381113,-0.323095899256738,-0.2691224303590291,0.04879413249498302
4e-06,-0.29183077806688384,-0.26616047217756567,-0.25431263994807607,-0.2928180975986888,-0.3217794729895991,-0.25628727859785005,-0.31453912869604417,-0.30499503894510444,0.026744037211417424,-0.25299621419381113,-0.32342500582505884,-0.2691224303590291,0.048135920734755894
6e-06,-0.2928180975986888,-0.2674768980298647,-0.25431263994807607,-0.29314720411051776,-0.3221085795554621,-0.25661638504162315,-0.31486823524839197,-0.30466593241117923,0.027073143131121857,-0.25332532063145863,-0.324083218963544,-0.26879332389197036,0.04879413249498302
8e-06,-0.29248899108747356,-0.26616047217756567,-0.25431263994807607,-0.2928180975986888,-0.3224376861219396,-0.2556290657121418,-0.31388091559319103,-0.30466593241117923,0.026085825370194257,-0.2526671077567763,-0.32441232553370825,-0.27010974976388324,0.04846502661517152
9.999999999999999e-06,-0.2928180975986888,-0.26616047217756567,-0.25464174638817366,-0.29248899108747356,-0.3217794729895991,-0.25661638504162315,-0.31388091559319103,-0.30499503894510444,0.027402249050221594,-0.2520088948845439,-0.324083218963544,-0.2697806432949856,0.04846502661517152
1.2e-05,-0.292159884576872,-0.26681868510248935,-0.25497085282888377,-0.292159884576872,-0.3227667926890315,-0.25661638504162315,-0.31453912869604417,-0.30466593241117923,0.02575671944867554,-0.25233800132035383,-0.32342500582505884,-0.2691224303590291,0.047806814853736085
1.4e-05,-0.29248899108747356,-0.266489578639721,-0.25464174638817366,-0.2928180975986888,-0.323095899256738,-0.2559581721546896,-0.31486823524839197,-0.30499503894510444,0.027402249050221594,-0.25299621419381113,-0.324083218963544,-0.2694515368267009,0.047477708972112134
1.6e-05,-0.2928180975986888,-0.26616047217756567,-0.25464174638817366,-0.2928180975986888,-0.3237541123939941,-0.2569454914860088,-0.31486823524839197,-0.30499503894510444,0.027073143131121857,-0.2526671077567763,-0.32441232553370825,-0.2694515368267009,0.047148603089884014
1.8e-05,-0.2928180975986888,-0.2674768980298647,-0.25464174638817366,-0.29248899108747356,-0.32342500582505884,-0.2569454914860088,-0.31453912869604417,-0.30466593241117923,0.027402249050221594,-0.2520088948845439,-0.324083218963544,-0.26846421742552457,0.047148603089884014
