time,0,5,10,15,20,25,30,35,40,45,50,55,60
0.0,0.22111162454262434,0.10765450408730476,0.15797027518186021,-0.04691032957431138,-0.005144931369734568,-0.03901765549951394,-0.06894404568460377,0.04911719241759639,0.1921718408573063,0.0415533817458234,-0.07617899755990956,0.18329258855724329,0.1800039765360712
2e-06,0.2204539022131075,0.10798336536035814,0.15862799763083374,-0.04756805242227047,-0.0071180996719986955,-0.04033310116573863,-0.06861518423944943,0.04977491507671951,0.193158424432056,0.0412245204084328,-0.07617899755990956,0.18460803335690307,0.17934625412806074
4e-06,0.22012504104787922,0.10798336536035814,0.15994344252499518,-0.04954122097389771,-0.007775822441991542,-0.04066196258310137,-0.06861518423944943,0.04977491507671951,0.19250070204920378,0.039251352377374954,-0.0755212746556777,0.18493689455603166,0.17967511533222333
6e-06,0.22144048570691288,0.10765450408730476,0.159614581301928,-0.05052780525407133,-0.009420129372599534,-0.04230626967475515,-0.06894404568460377,0.05010377640580198,0.19348728562301076,0.03760704567603304,-0.07585013610763167,0.18658120054695687,0.17967511533222333
8e-06,0.22012504104787922,0.10699678154024608,0.15994344252499518,-0.04987008240029925,-0.01040671353482256,-0.043621715353886925,-0.06861518423944943,0.05141922171893812,0.1944738691939898,0.035962738966695273,-0.07749444337226061,0.1875677841377383,0.17934625412806074
9.999999999999999e-06,0.21880959638383343,0.10502361389145361,0.16027230374774695,-0.05085666668144184,-0.009420129372599534,-0.045594883882267706,-0.06762859990592834,0.052734667026964874,0.19480273038368773,0.035962738966695273,-0.07749444337226061,0.18789664533403658,0.17704422569010955
1.2e-05,0.21880959638383343,0.10370816878591069,0.15994344252499518,-0.05118552810913543,-0.010077852147093364,-0.04691032957431138,-0.06762859990592834,0.053721251004632375,0.19513159157307153,0.035962738966695273,-0.07815216628037996,0.18691006174419847,0.17671536448342878
1.4e-05,0.2194673187164829,0.1053524751670458,0.15862799763083374,-0.052829835252449,-0.012379881867951192,-0.04855463669663085,-0.06565543124762371,0.05437897365481442,0.19381614681365128,0.03563387762386809,-0.07683672046543719,0.18888322892104492,0.17671536448342878
1.6e-05,0.22012504104787922,0.10601019771727802,0.15928572007854536,-0.052500973823140146,-0.012379881867951192,-0.04855463669663085,-0.06466884692283958,0.05569441895134784,0.192829563240787,0.03366070956018655,-0.07617899755990956,0.18789664533403658,0.17539991965355747
1.8e-05,0.22012504104787922,0.10436589133931701,0.15829913640650473,-0.05447414240383988,-0.01435305021265873,-0.04888349812206352,-0.06401112404126777,0.05536555762769327,0.192829563240787,0.031029818790692026,-0.07617899755990956,0.18822550653002043,0.17671536448342878
1.9999999999999998e-05,0.2224270691978994,0.10272158495342028,0.15797027518186021,-0.05447414240383988,-0.015997357175428495,-0.04855463669663085,-0.06236681684299922,0.05569441895134784,0.19184297966509453,0.02971437339826344,-0.07749444337226061,0.1885543677256899,0.17671536448342878
2.2e-05,0.22176934687088826,0.10272158495342028,0.15994344252499518,-0.05480300383508746,-0.017970525541370574,-0.05118552810913543,-0.06170909396595592,0.05799644820799324,0.1921718408573063,0.02971437339826344,-0.07716558191868692,0.18822550653002043,0.17638650327643324
2.4e-05,0.22176934687088826,0.10370816878591069,0.15895685885484728,-0.05546072669855215,-0.018957109728686278,-0.05217211239415437,-0.06039364821575019,0.0599696161298157,0.19414500800397763,0.029056650700128472,-0.07815216628037996,0.18789664533403658,0.17441333602784792
2.6e-05,0.22012504104787922,0.104694752615544,0.15928572007854536,-0.05644731099617312,-0.02027255531628011,-0.05447414240383988,-0.05907820247071835,0.06095620008641989,0.1944738691939898,0.03004323474685075,-0.08012533501251454,0.19052753489310467,0.17408447481864825
2.8e-05,0.22078276337802255,0.1053524751670458,0.15994344252499518,-0.05546072669855215,-0.020601416713983356,-0.05677617242935987,-0.05874934103526869,0.062271645357426283,0.19513159157307153,0.02576803719024326,-0.08078305792581855,0.19019867369932142,0.17276902997870036
2.9999999999999997e-05,0.22209820803455044,0.10337930750873137,0.1619166098567748,-0.05710503386286983,-0.02027255531628011,-0.057762756730859566,-0.05842047960014235,0.06325822930733212,0.19414500800397763,0.02576803719024326,-0.08045419646900451,0.1911852572797282,0.17211130755683668
3.2e-05,0.22176934687088826,0.10206386239683926,0.16125888741410982,-0.057433895296703064,-0.02027255531628011,-0.057762756730859566,-0.05907820247071835,0.06424481325436775,0.192829563240787,0.025110314484423468,-0.08144078084041895,0.192829563240787,0.17178244634543238
3.4e-05,0.22341365268606733,0.10140613983898819,0.15994344252499518,-0.05973592534258759,-0.022574585106963724,-0.05874934103526869,-0.057762756730859566,0.06424481325436775,0.1921718408573063,0.025110314484423468,-0.08144078084041895,0.19381614681365128,0.16980927907039106
3.6e-05,0.2224270691978994,0.10140613983898819,0.1606011649701833,-0.06138023252791941,-0.02290344650692072,-0.06039364821575019,-0.05677617242935987,0.06621798113982974,0.19480273038368773,0.023137146359276883,-0.07979647355634864,0.19151411847256852,0.1694804178567815
3.7999999999999995e-05,0.22209820803455044,0.10041955599983005,0.159614581301928,-0.06401112404126777,-0.025534337718170264,-0.062695678282006,-0.05480300383508746,0.06687570376576653,0.19546045276214113,0.02247942364833197,-0.07979647355634864,0.19250070204920378,0.1681649729991923
3.9999999999999996e-05,0.22111162454262434,0.100748417279867,0.15895685885484728,-0.06598429268986555,-0.02586319912102583,-0.06302453972133623,-0.05348755811203598,0.06819114901381482,0.19414500800397763,0.01984853279173618,-0.08012533501251454,0.19348728562301076,0.16849383421406228
4.2e-05,0.22176934687088826,0.09976183343880346,0.159614581301928,-0.06664201557531987,-0.02586319912102583,-0.06335340116098995,-0.052500973823140146,0.06983545556670379,0.19348728562301076,0.020177394149932165,-0.08045419646900451,0.19381614681365128,0.167507250568507
4.4e-05,0.2224270691978994,0.09910411087650647,0.1606011649701833,-0.06631315413243091,-0.027836367544924134,-0.06499770836411076,-0.052829835252449,0.07082203949461302,0.192829563240787,0.01984853279173618,-0.07913875064498907,0.19578931395089663,0.16849383421406228
4.6e-05,0.22209820803455044,0.09811752703067883,0.16224547107763426,-0.06631315413243091,-0.0294806745736996,-0.06631315413243091,-0.052829835252449,0.07345292995501841,0.193158424432056,0.018861948715225257,-0.07979647355634864,0.1964470363274652,0.16783611178400723
4.8e-05,0.22078276337802255,0.09910411087650647,0.159614581301928,-0.06861518423944943,-0.030138397387465432,-0.06894404568460377,-0.05217211239415437,0.07378179126113553,0.19348728562301076,0.015573335106020603,-0.0811119193829567,0.19381614681365128,0.16487636083315857
4.9999999999999996e-05,0.2204539022131075,0.09713094318199232,0.15895685885484728,-0.06993063002200889,-0.03145384301886456,-0.06960176857588349,-0.05052780525407133,0.07575495909114945,0.192829563240787,0.013600166925108403,-0.08144078084041895,0.19381614681365128,0.1661918057033544
5.2e-05,0.22176934687088826,0.09647322061461287,0.159614581301928,-0.07256152160266652,-0.03211156583649802,-0.06828632279461877,-0.04855463669663085,0.07575495909114945,0.19250070204920378,0.012942444195572222,-0.08144078084041895,0.19578931395089663,0.16388977717720166
5.4e-05,0.2224270691978994,0.09581549804596258,0.16093002619230426,-0.07420582885110083,-0.03211156583649802,-0.06960176857588349,-0.047896913846734335,0.0764126816986063,0.1908563960865736,0.010969275999265893,-0.08176964229820535,0.1964470363274652,0.1625743322981784
5.6e-05,0.22341365268606733,0.09384233033238563,0.16093002619230426,-0.07420582885110083,-0.03474245711992657,-0.07091721436232734,-0.04756805242227047,0.07805698821167596,0.19052753489310467,0.010969275999265893,-0.08176964229820535,0.19677589751527835,0.16224547107763426
5.8e-05,0.22308479152365784,0.09351346904567721,0.1606011649701833,-0.0738769674007663,-0.03638676418254841,-0.07256152160266652,-0.04723919099812948,0.08003015601685327,0.1908563960865736,0.009982691896782192,-0.08045419646900451,0.19710475870277736,0.16290319351840715
5.9999999999999995e-05,0.22341365268606733,0.09318460775865098,0.1606011649701833,-0.07650785901251139,-0.03638676418254841,-0.07354810595075562,-0.04526602246006392,0.08233218510841073,0.19151411847256852,0.010311553264597567,-0.08176964229820535,0.19743361988996228,0.16290319351840715
6.2e-05,0.22308479152365784,0.0918691626073676,0.15862799763083374,-0.07880988918979534,-0.0354001799440079,-0.07354810595075562,-0.043621715353886925,0.08364763029658526,0.1908563960865736,0.008996107791410995,-0.08341394959199955,0.196118175139338,0.1615877486356
6.4e-05,0.22209820803455044,0.09219802389566524,0.159614581301928,-0.07946761210050685,-0.03704448700985455,-0.07321924450106873,-0.04296399251367558,0.08200332381057156,0.1908563960865736,0.007022939572004949,-0.08472939543287036,0.19776248107683314,0.16027230374774695
6.599999999999999e-05,0.22374251384816368,0.09318460775865098,0.16093002619230426,-0.07979647355634864,-0.037702209838450795,-0.07223266015395113,-0.04460829961662474,0.08233218510841073,0.1908563960865736,0.0050497713410452005,-0.08341394959199955,0.1994067870064767,0.15862799763083374
6.8e-05,0.22374251384816368,0.09219802389566524,0.1615877486356,-0.08045419646900451,-0.03901765549951394,-0.07190379870555952,-0.041977408255779,0.08430535288876342,0.18921209011608559,0.0034054644730844574,-0.08176964229820535,0.200064509376136,0.15829913640650473
7e-05,0.224729097332574,0.09055371745099816,0.15928572007854536,-0.08144078084041895,-0.04131968541879483,-0.07486355175274151,-0.04131968541879483,0.08693624324475098,0.18822550653002043,0.003076603098529168,-0.08242736521475053,0.19743361988996228,0.15862799763083374
7.2e-05,0.224729097332574,0.08956713358038289,0.15797027518186021,-0.08407167251178652,-0.04066196258310137,-0.07486355175274151,-0.03901765549951394,0.08693624324475098,0.18691006174419847,0.0014322962209362688,-0.08209850375631589,0.1964470363274652,0.1573125527316247
